ID;Name;Category;Area;Length;Species;Impact;Regional
012-553-3-L;Ørteren;Lake;8.956;NA;Phoxinus phoxinus;SE;TRUE
012-557-L;Jarenvatnet;Lake;1.408;NA;Esox lucius;SE;TRUE
012-557-L;Jarenvatnet;Lake;1.408;NA;Rutilus rutilus;HI;TRUE
012-557-L;Jarenvatnet;Lake;1.408;NA;Elodea canadensis;SE;FALSE
012-558-L;Dokkvatnet;Lake;2.027;NA;Phoxinus phoxinus;SE;TRUE
012-558-R;Sideelver til Dokka ved Snurrubakk;River;NA;20.32;Phoxinus phoxinus;SE;TRUE
012-559-L;Steinsetfjorden;Lake;2.56;NA;Phoxinus phoxinus;SE;TRUE
012-560-L;Røssjøen;Lake;1.662;NA;Phoxinus phoxinus;SE;TRUE
012-561-L;Fullsenn;Lake;5.899;NA;Phoxinus phoxinus;SE;TRUE
012-562-L;Samsjøen;Lake;3.282;NA;Phoxinus phoxinus;SE;TRUE
012-563-L;Vestre Bjonevatnet;Lake;2.161;NA;Phoxinus phoxinus;SE;TRUE
012-564-L;Hellsenningen;Lake;1.146;NA;Phoxinus phoxinus;SE;TRUE
012-565-L;Aurdalsfjorden (Dokkafjorden);Lake;1.99;NA;Phoxinus phoxinus;SE;TRUE
012-567-L;Ølsjøen;Lake;2.982;NA;Phoxinus phoxinus;SE;TRUE
012-568-L;Storfjorden (Flyvatnet);Lake;12.853;NA;Phoxinus phoxinus;SE;TRUE
012-569-L;Movatn;Lake;1.381;NA;Phoxinus phoxinus;SE;TRUE
012-570-L;Helin;Lake;9.47;NA;Phoxinus phoxinus;SE;TRUE
012-572-L;Leirin;Lake;1.716;NA;Phoxinus phoxinus;SE;TRUE
012-573-L;Vasetvatnet;Lake;1.034;NA;Phoxinus phoxinus;SE;TRUE
012-574-L;Søre Syndin;Lake;2.134;NA;Phoxinus phoxinus;SE;TRUE
012-575-L;Midtre Syndin;Lake;2.731;NA;Phoxinus phoxinus;SE;TRUE
012-576-L;Sæbufjorden;Lake;1.535;NA;Phoxinus phoxinus;SE;TRUE
012-577-L;Volbufjorden;Lake;3.937;NA;Phoxinus phoxinus;SE;TRUE
012-578-L;Javnin;Lake;1.955;NA;Phoxinus phoxinus;SE;TRUE
012-580-L;Heggefjorden;Lake;2.122;NA;Phoxinus phoxinus;SE;TRUE
012-581-L;Nordre Syndin;Lake;4.576;NA;Phoxinus phoxinus;SE;TRUE
012-583-L;Øksne med Tistillen;Lake;2.8;NA;Phoxinus phoxinus;SE;TRUE
012-585-R;Livasselva oppstrøms Livatn;River;NA;NA;Phoxinus phoxinus;SE;TRUE
012-586-L;Horgesætervatnet;Lake;1.924;NA;Phoxinus phoxinus;SE;TRUE
012-586-L;Horgesætervatnet;Lake;1.924;NA;Phoxinus phoxinus;SE;TRUE
012-587-L;Lauvnesvatnet;Lake;2.547;NA;Phoxinus phoxinus;SE;TRUE
012-587-L;Lauvnesvatnet;Lake;2.547;NA;Phoxinus phoxinus;SE;TRUE
012-591-L;Varaldsetvatnet;Lake;1.147;NA;Phoxinus phoxinus;SE;TRUE
012-591-R;Kjølua øvre del;River;NA;26.73;Phoxinus phoxinus;SE;TRUE
012-592-L;Rødungen;Lake;5.039;NA;Phoxinus phoxinus;SE;TRUE
012-597-L;Holsfjorden;Lake;1.242;NA;Phoxinus phoxinus;SE;TRUE
012-601-L;Sudndalsfjorden;Lake;1.663;NA;Phoxinus phoxinus;SE;TRUE
012-603-L;Torevatnet;Lake;0.795;NA;Phoxinus phoxinus;SE;TRUE
012-604-L;Øyangen;Lake;3.091;NA;Phoxinus phoxinus;SE;TRUE
012-605-L;Austre Bjonevatnet;Lake;2.306;NA;Phoxinus phoxinus;SE;TRUE
012-606-L;Trevatna;Lake;4.839;NA;Esox lucius;SE;TRUE
012-606-L;Trevatna;Lake;4.839;NA;Phoxinus phoxinus;SE;TRUE
012-607-L;Landåsvatnet;Lake;1.339;NA;Esox lucius;SE;TRUE
012-607-L;Landåsvatnet;Lake;1.339;NA;Phoxinus phoxinus;SE;TRUE
012-608-L;Akksjøen;Lake;3.99;NA;Phoxinus phoxinus;SE;TRUE
012-609-L;Synnfjorden;Lake;2.009;NA;Phoxinus phoxinus;SE;TRUE
012-610-L;Dokkfløyvatnet;Lake;9.422;NA;Phoxinus phoxinus;SE;TRUE
012-611-L;Nedre Revsjøen;Lake;1.283;NA;Phoxinus phoxinus;SE;TRUE
012-612-L;Øvre Revsjøen;Lake;1.744;NA;Phoxinus phoxinus;SE;TRUE
012-613-L;Hærevatn;Lake;1.298;NA;Phoxinus phoxinus;SE;TRUE
012-614-L;Stogofjorden;Lake;1.226;NA;Phoxinus phoxinus;SE;TRUE
012-616-L;Yddin;Lake;2.033;NA;Phoxinus phoxinus;SE;TRUE
012-617-L;Vangsjøen;Lake;1.385;NA;Phoxinus phoxinus;SE;TRUE
012-618-L;Røyri;Lake;1.483;NA;Phoxinus phoxinus;SE;TRUE
012-619-L;Øyangen;Lake;1.495;NA;Phoxinus phoxinus;SE;TRUE
012-627-L;Bergsjøen;Lake;1.682;NA;Phoxinus phoxinus;SE;TRUE
012-628-R;Storåne Strandavatnet - Sunndalsfjorden;River;NA;7.55;Phoxinus phoxinus;SE;TRUE
012-631-L;Sortungen;Lake;1.28;NA;Phoxinus phoxinus;SE;TRUE
012-632-L;Fjorda;Lake;10.369;NA;Phoxinus phoxinus;SE;TRUE
012-637-L;Øvre Reinsjøen;Lake;1.125;NA;Phoxinus phoxinus;SE;TRUE
012-646-R;Snarumselva;River;NA;NA;Esox lucius;SE;TRUE
012-648-L;Garin;Lake;1.481;NA;Phoxinus phoxinus;SE;TRUE
012-654-R;Dalavassdraget;River;NA;38.54;Phoxinus phoxinus;SE;TRUE
012-658-R;Gurisetbekken;River;NA;13.34;Phoxinus phoxinus;SE;TRUE
012-663-R;Urula;River;NA;16.47;Phoxinus phoxinus;SE;TRUE
012-67092-L;Svarttjern;Lake;0.536;NA;Phoxinus phoxinus;SE;TRUE
012-6817-L;Fløafjorden;Lake;0.531;NA;Phoxinus phoxinus;SE;TRUE
012-6867-L;Lille Nyvatnet;Lake;0.037;NA;Phoxinus phoxinus;SE;TRUE
012-6870-L;Øyvatnet;Lake;0.05;NA;Phoxinus phoxinus;SE;TRUE
012-6878-L;Aksletjernet;Lake;0.046;NA;Phoxinus phoxinus;SE;TRUE
012-6896-L;Øyangen;Lake;0.594;NA;Phoxinus phoxinus;SE;TRUE
012-6897-L;Damtjern;Lake;0.027;NA;Phoxinus phoxinus;SE;TRUE
012-6906-L;Vesle Øyangen;Lake;0.099;NA;Phoxinus phoxinus;SE;TRUE
012-6999-L;Drengsprengen;Lake;0.575;NA;Phoxinus phoxinus;SE;TRUE
012-7028-L;Hølervatnet;Lake;0.684;NA;Phoxinus phoxinus;SE;TRUE
012-7041-L;Buvatnet;Lake;1.006;NA;Phoxinus phoxinus;SE;TRUE
012-7059-L;Buvatnet;Lake;1.071;NA;Phoxinus phoxinus;SE;TRUE
012-7073-L;Langevatnet;Lake;0.542;NA;Phoxinus phoxinus;SE;TRUE
012-7084-L;Hellsæren;Lake;0.885;NA;Phoxinus phoxinus;SE;TRUE
012-7088-L;Busuvatnet;Lake;0.979;NA;Phoxinus phoxinus;SE;TRUE
012-7113-L;Sandvatn;Lake;0.287;NA;Phoxinus phoxinus;SE;TRUE
012-715-R;Vigga mellom Jarenvannet og Prestkvern;River;NA;1.27;Elodea canadensis;SE;FALSE
012-7241-L;Buvatnet;Lake;1.023;NA;Phoxinus phoxinus;SE;TRUE
012-7242-L;Øvstevatnet ;Lake;0.413;NA;Phoxinus phoxinus;SE;TRUE
012-7268-L;Tingsjøen ;Lake;0.425;NA;Phoxinus phoxinus;SE;TRUE
012-734-R;Askjumelva;River;NA;28.05;Elodea canadensis;SE;FALSE
012-744-R;Bjoneelva;River;NA;3.15;Esox lucius;SE;TRUE
012-783-R;Urunda fra samløpet med Flådøla til Greinefossen;River;NA;2.19;Phoxinus phoxinus;SE;TRUE
012-794-R;Presttjønn bekkefelt;River;NA;53.86;Phoxinus phoxinus;SE;TRUE
012-79-R;Tubbeåni;River;NA;21.08;Phoxinus phoxinus;SE;TRUE
012-824-R;Elvestubb mellom Movatn og Helin;River;NA;1.44;Phoxinus phoxinus;SE;TRUE
012-825-R;Elvestubb mellom Movatn og Flyvatnet;River;NA;1.08;Phoxinus phoxinus;SE;TRUE
012-830-R;Bekkefelt til Nørdre og Midtre Syndin lavere deler;River;NA;32.71;Phoxinus phoxinus;SE;TRUE
012-847-R;Mænaelva;River;NA;3.21;Elodea canadensis;SE;FALSE
012-849-R;Smørlibekken;River;NA;17.88;Phoxinus phoxinus;SE;TRUE
012-856-R;Tilløpselver sørøstsiden Aurdalsfjorden;River;NA;13.49;Phoxinus phoxinus;SE;TRUE
012-866-R;Røssåne;River;NA;0.94;Phoxinus phoxinus;SE;TRUE
012-868-R;Neselvi, nedstrøms Sæbufjorden;River;NA;NA;Phoxinus phoxinus;SE;TRUE
012-872-R;Dokkafjorden bekkefelt vest;River;NA;15.04;Phoxinus phoxinus;SE;TRUE
012-874-R;Sideelver til Strondafjorden;River;NA;94.76;Phoxinus phoxinus;SE;TRUE
012-875-R;Begna mellom Dokkafjorden og dammen tilløpsbekker;River;NA;38.49;Phoxinus phoxinus;SE;TRUE
012-880-R;Stogofjorden bekkefelt;River;NA;23.27;Phoxinus phoxinus;SE;TRUE
012-881-R;Hervassbekken og Stuguelvi;River;NA;21.97;Phoxinus phoxinus;SE;TRUE
012-885-R;Tisleia nedre del;River;NA;6.27;Phoxinus phoxinus;SE;TRUE
012-887-R;Sideelver til Tisleia nedre del;River;NA;21.5;Phoxinus phoxinus;SE;TRUE
012-888-R;Geiterygga;River;NA;46.44;Phoxinus phoxinus;SE;TRUE
012-894-R;Åbjøra;River;NA;6.57;Phoxinus phoxinus;SE;TRUE
012-895-R;Tisleia mellom Tisleifjorden og Vadset;River;NA;11.33;Phoxinus phoxinus;SE;TRUE
012-906-R;Storbekken;River;NA;72.43;Phoxinus phoxinus;SE;TRUE
012-909-L;Yksnin;Lake;0.544;NA;Phoxinus phoxinus;SE;TRUE
012-914-R;Liaelvi;River;NA;NA;Phoxinus phoxinus;SE;TRUE
012-920-R; Bøvi;River;NA;92.35;Phoxinus phoxinus;SE;TRUE
012-927-R;Bekker til Fjelldokkvannet;River;NA;59.54;Phoxinus phoxinus;SE;TRUE
012-931-R;Etna øvre deler;River;NA;23.17;Phoxinus phoxinus;SE;TRUE
012-934-R;Sidebekker til Etna øvre deler;River;NA;155.83;Phoxinus phoxinus;SE;TRUE
012-937-R;Hovsjøen nedbørsfelt;River;NA;28.03;Phoxinus phoxinus;SE;TRUE
012-952-R;Skreddøla;River;NA;22.13;Phoxinus phoxinus;SE;TRUE
012-953-R;Skreddøla, bekkefelt til;River;NA;80.71;Phoxinus phoxinus;SE;TRUE
012-954-R;Mellsenn, bekkefelt til;River;NA;21.39;Phoxinus phoxinus;SE;TRUE
012-965-R;Rauddalen;River;NA;17.1;Phoxinus phoxinus;SE;TRUE
012-966-R;Yddeåni, bekkefelt til;River;NA;21.43;Phoxinus phoxinus;SE;TRUE
012-971-R;Yddeåni;River;NA;7.24;Phoxinus phoxinus;SE;TRUE
012-972-R;Vangsjøåni;River;NA;3.53;Phoxinus phoxinus;SE;TRUE
012-975-R;Vinda;River;NA;6.11;Phoxinus phoxinus;SE;TRUE
012-978-R;Vinda, tilløpselver;River;NA;32.41;Phoxinus phoxinus;SE;TRUE
012-992-R;Rauddøla øvre del;River;NA;2.9;Phoxinus phoxinus;SE;TRUE
0130000031-4-C;Herøyfjorden - Sandvikdalsfjorden;Coastal;3.68;NA;Sargassum muticum;SE;FALSE
013-149-R;Stubberud bekkefelt;River;NA;5.5;Elodea canadensis;SE;FALSE
013-162-R;Tollerudelva;River;NA;2.85;Gyrodactylus salaris;SE;FALSE
013-17-R;Pettersbekken;River;NA;6.3;Gyrodactylus salaris;SE;FALSE
013-5659-L;Stordammen;Lake;0.193;NA;Elodea canadensis;SE;FALSE
013-70-R;Selvikelva;River;NA;6.05;Esox lucius;SE;TRUE
013-70-R;Selvikelva;River;NA;6.05;Gyrodactylus salaris;SE;FALSE
013-84-R;Leirelva, bekkefelt øst;River;NA;25.16;Gyrodactylus salaris;SE;FALSE
013-91-R;Sandeelva nedre, Vestfold;River;NA;9.85;Gyrodactylus salaris;SE;FALSE
013-95-R;Vesleelva;River;NA;6.08;Gyrodactylus salaris;SE;FALSE
013-99-R;Vesleelva bekkefelt;River;NA;26.59;Gyrodactylus salaris;SE;FALSE
014-314-L;Akersvannet;Lake;2.399;NA;Sander lucioperca;NR;TRUE
015-1000-R;Heitjønne bekkefelt;River;NA;20.61;Phoxinus phoxinus;SE;TRUE
015-1030-R;Øvre og Nedre Bjørkevatnet bekkefelt;River;NA;4.17;Phoxinus phoxinus;SE;TRUE
015-1032-R;Breidvatnet bekkefelt;River;NA;35.66;Phoxinus phoxinus;SE;TRUE
015-1034-R;Æanåe;River;NA;5.68;Phoxinus phoxinus;SE;TRUE
015-1044-R;Heinelvi;River;NA;11.23;Phoxinus phoxinus;SE;TRUE
015-1045-R;Æanåe bekkefelt;River;NA;6.39;Phoxinus phoxinus;SE;TRUE
015-1048-R;Rambergåi;River;NA;2.08;Phoxinus phoxinus;SE;TRUE
015-1049-R;Skurdevikåi;River;NA;9.33;Phoxinus phoxinus;SE;TRUE
015-1082-R;Hengselva;River;NA;4.39;Phoxinus phoxinus;SE;TRUE
015-112-R;Sleipa;River;NA;0.92;Phoxinus phoxinus;SE;TRUE
015-1148-R;Kjørstadelva bekkefelt;River;NA;37.77;Phoxinus phoxinus;SE;TRUE
015-1164-R;Beinvasselva;River;NA;2.28;Phoxinus phoxinus;SE;TRUE
015-1166-R;Beinvasselva bekkefelt;River;NA;0.39;Phoxinus phoxinus;SE;TRUE
015-1168-R;Beinvassbekken;River;NA;6.83;Phoxinus phoxinus;SE;TRUE
015-1168-R;Beinvassbekken;River;NA;6.83;Phoxinus phoxinus;SE;TRUE
015-1173-R;Beinsvatnet bekkefelt;River;NA;2.07;Phoxinus phoxinus;SE;TRUE
015-1177-R;Lyngdalselva øvre;River;NA;5.61;Phoxinus phoxinus;SE;TRUE
015-1179-R;Lyngdalselva øvre bekkefelt;River;NA;24.25;Phoxinus phoxinus;SE;TRUE
015-1181-R;Vatnebrynvatnet bekkefelt;River;NA;11.75;Phoxinus phoxinus;SE;TRUE
015-1183-R;Lyngdalselva nedre;River;NA;7.03;Phoxinus phoxinus;SE;TRUE
015-1186-R;Lyngdalselva nedre bekkefelt;River;NA;49.24;Phoxinus phoxinus;SE;TRUE
015-1187-R;Haugesjø bekkefelt;River;NA;30.69;Phoxinus phoxinus;SE;TRUE
015-1205-R;Numedalslågen Brufoss- Bommestad;River;NA;56.51;Gobio gobio;LO;FALSE
015-1226-R;Reineelva;River;NA;NA;Phoxinus phoxinus;SE;TRUE
015-125-R;Skaupsjøen bekkefelt;River;NA;211.44;Phoxinus phoxinus;SE;TRUE
015-127-R;Skurdalselvi;River;NA;2.31;Phoxinus phoxinus;SE;TRUE
015-1284-R;Numedalslågen fra Ossjøen til Pålsbufjorden;River;NA;23.12;Phoxinus phoxinus;SE;TRUE
015-1292-R;Gjuva fra Kyrkjevatnet til Hanevatnet;River;NA;0.38;Phoxinus phoxinus;SE;TRUE
015-1293-R;Numedalslågen fra Pikerfoss til Skollenborg;River;NA;NA;Esox lucius;SE;TRUE
015-1297-R;Numedalslågen Fra Bergsjøen til Djupdal;River;NA;10.41;Esox lucius;SE;TRUE
015-1298-R;Numedalslågen Fra Kjerredammen til Kongsjorden ;River;NA;8.05;Esox lucius;SE;TRUE
015-1299-R;Numedalslågen fra Fossan til Pikerfoss ;River;NA;34.77;Esox lucius;SE;TRUE
015-152-R;Pålsbustryken;River;NA;0.3;Phoxinus phoxinus;SE;TRUE
015-17181-L;Pålgardvatnet;Lake;0.12;NA;Phoxinus phoxinus;SE;TRUE
015-17343-L;Breidvatnet;Lake;1.004;NA;Phoxinus phoxinus;SE;TRUE
015-17354-L;Holmevatni;Lake;0.76;NA;Phoxinus phoxinus;SE;TRUE
015-17366-L;Øvre & Nedre Bjørkevatnet;Lake;0.841;NA;Phoxinus phoxinus;SE;TRUE
015-17521-L;Torsetvatnet;Lake;1.058;NA;Phoxinus phoxinus;SE;TRUE
015-17583-L;Nedre Hein;Lake;1.232;NA;Phoxinus phoxinus;SE;TRUE
015-17604-L;Vadsetvatnet;Lake;0.654;NA;Phoxinus phoxinus;SE;TRUE
015-17750-L;Holmetjørnane;Lake;0.775;NA;Phoxinus phoxinus;SE;TRUE
015-17807-L;Austre Bakkatjørn;Lake;0.603;NA;Phoxinus phoxinus;SE;TRUE
015-18525-L;Kravikfjorden;Lake;3.704;NA;Phoxinus phoxinus;SE;TRUE
015-268-R;Rødungselvi bekkefelt;River;NA;20.19;Phoxinus phoxinus;SE;TRUE
015-33-R;Numedalslågen, Bommestad;River;NA;7.58;Gobio gobio;LO;FALSE
015-378-L;Goksjø;Lake;3.404;NA;Rutilus rutilus;HI;TRUE
015-378-L;Goksjø;Lake;3.404;NA;Scardinius erythrophthalmus;SE;TRUE
015-384-L;Norefjorden;Lake;3.923;NA;Phoxinus phoxinus;SE;TRUE
015-386-L;Rambergvatnet;Lake;1.451;NA;Phoxinus phoxinus;SE;TRUE
015-388-L;Holmevatnet;Lake;1.009;NA;Phoxinus phoxinus;SE;TRUE
015-389-L;Skurdalsvatnet;Lake;2.075;NA;Phoxinus phoxinus;SE;TRUE
015-390-L;Ossjøen;Lake;2.365;NA;Phoxinus phoxinus;SE;TRUE
015-391-L;Veslekrækkja;Lake;1.979;NA;Phoxinus phoxinus;SE;TRUE
015-392-L;Storekrækkja;Lake;4.179;NA;Phoxinus phoxinus;SE;TRUE
015-404-R;Borgåi nedre bekkefelt;River;NA;17.08;Phoxinus phoxinus;SE;TRUE
015-405-L;Søndre Økteren;Lake;1.273;NA;Phoxinus phoxinus;SE;TRUE
015-406-L;Nordre Økteren;Lake;1.269;NA;Phoxinus phoxinus;SE;TRUE
015-407-L;Reinsjøen;Lake;1.338;NA;Phoxinus phoxinus;SE;TRUE
015-408-L;Fønnebøfjorden;Lake;0.748;NA;Phoxinus phoxinus;SE;TRUE
015-412-L;Rødungen;Lake;13.158;NA;Phoxinus phoxinus;SE;TRUE
015-414-L;Øvre Hein;Lake;6.335;NA;Phoxinus phoxinus;SE;TRUE
015-415-L;Halnefjorden;Lake;13.723;NA;Phoxinus phoxinus;SE;TRUE
015-428-L;Skaupsjøen;Lake;2.957;NA;Phoxinus phoxinus;SE;TRUE
015-448-R;Virikbekken;River;NA;9.33;Esox lucius;SE;TRUE
015-473-R;Rødsbekken med bekkefelt;River;NA;NA;Gobio gobio;LO;FALSE
015-5897-L;Ulfsbakktjern;Lake;0.264;NA;Cyprinus carpio;HI;FALSE
015-5930-L;Trihyrnevatnet;Lake;0.429;NA;Phoxinus phoxinus;SE;TRUE
015-601-R;Reinsjøen bekkefelt;River;NA;8.3;Phoxinus phoxinus;SE;TRUE
015-606-R;Søre Økteren bekkefelt;River;NA;7.75;Phoxinus phoxinus;SE;TRUE
015-608-R;Nordre Økteren bekkefelt;River;NA;30.29;Phoxinus phoxinus;SE;TRUE
015-610-R;Bekk mellom Reinsjøen og Nordre Økteren;River;NA;4.61;Phoxinus phoxinus;SE;TRUE
015-612-R;Bekk mellom Reinsjøen og Nordre Økteren bekkefelt;River;NA;9.44;Phoxinus phoxinus;SE;TRUE
015-613-R;Pålsbufjorden bekkefelt;River;NA;66.38;Phoxinus phoxinus;SE;TRUE
015-615-R;Skurdalsvatnet bekkefelt;River;NA;30.71;Phoxinus phoxinus;SE;TRUE
015-621-R;Borgeåe;River;NA;3.75;Phoxinus phoxinus;SE;TRUE
015-6249-L;Øksne;Lake;0.447;NA;Phoxinus phoxinus;SE;TRUE
015-6257-L;Kolsjø;Lake;0.947;NA;Phoxinus phoxinus;SE;TRUE
015-625-R;Rambergvatnet bekkefelt;River;NA;17.1;Phoxinus phoxinus;SE;TRUE
015-628-R;Skurdalselvi øvre;River;NA;6.36;Phoxinus phoxinus;SE;TRUE
015-6296-1-L;Store Lauarvatnet;Lake;0.377;NA;Phoxinus phoxinus;SE;TRUE
015-636-R;Skurdalselvi øvre bekkefelt;River;NA;14.11;Phoxinus phoxinus;SE;TRUE
015-637-R;Rødungen bekkefelt;River;NA;39.94;Phoxinus phoxinus;SE;TRUE
015-638-R;Ossjøen bekkefelt;River;NA;40.2;Phoxinus phoxinus;SE;TRUE
015-643-R;Torsetvatnet bekkefelt;River;NA;43.13;Phoxinus phoxinus;SE;TRUE
015-644-R;Selstjønnbekken;River;NA;13.71;Phoxinus phoxinus;SE;TRUE
015-645-R;Selstjønnbekken bekkefelt;River;NA;19.73;Phoxinus phoxinus;SE;TRUE
015-6554-L;Heivannet;Lake;0.688;NA;Cyprinus carpio;HI;FALSE
015-6554-L;Heivannet;Lake;0.688;NA;Cyprinus carpio;HI;FALSE
015-667-R;Devegåi;River;NA;NA;Phoxinus phoxinus;SE;TRUE
015-66935-L;Heitjønne;Lake;0.583;NA;Phoxinus phoxinus;SE;TRUE
015-674-R;Tøddøla ;River;NA;NA;Phoxinus phoxinus;SE;TRUE
015-687-R;Smådøla øvre;River;NA;23.48;Phoxinus phoxinus;SE;TRUE
015-733-R;Økta øvre;River;NA;5.95;Phoxinus phoxinus;SE;TRUE
015-7549-L;Låkåsetvatnet;Lake;0.592;NA;Phoxinus phoxinus;SE;TRUE
015-7552-L;Myklevatnet;Lake;0.851;NA;Phoxinus phoxinus;SE;TRUE
015-766-R;Sagbekk;River;NA;0.39;Phoxinus phoxinus;SE;TRUE
015-781-R;Årsetåe (Persbuåe);River;NA;11.46;Phoxinus phoxinus;SE;TRUE
015-841-R;Numedalslågen fra Veggli til Flesberg bekkefelt øst;River;NA;127.65;Esox lucius;SE;TRUE
015-89-R;Smådøla nedre;River;NA;NA;Phoxinus phoxinus;SE;TRUE
015-936-R;Tverråi (Vadsetvatnet);River;NA;2.72;Phoxinus phoxinus;SE;TRUE
015-940-R;Skaupa;River;NA;7.53;Phoxinus phoxinus;SE;TRUE
015-941-R;Halnefjorden bekkefelt;River;NA;97.89;Phoxinus phoxinus;SE;TRUE
015-946-R;Numedalslågen fra Ossjøen til Dagali bekkefelt;River;NA;75.56;Phoxinus phoxinus;SE;TRUE
015-94-R;Numedalslågen fra dam Djupdal til Fossan;River;NA;3.46;Esox lucius;SE;TRUE
015-950-R;Leiråi;River;NA;7.76;Phoxinus phoxinus;SE;TRUE
015-957-R;Fønnebøfjorden bekkefelt;River;NA;37.77;Phoxinus phoxinus;SE;TRUE
015-964-R;Uvdalselva fra utløp Uvdal 1 til Fønnebøfjorden bekkefelt;River;NA;35.3;Phoxinus phoxinus;SE;TRUE
015-966-R;Uvdalselva fra Nørdstebø til utløp Uvdal 1 bekkefelt øst;River;NA;NA;Phoxinus phoxinus;SE;TRUE
015-970-R;Smådøla øvre bekkefelt;River;NA;120.16;Phoxinus phoxinus;SE;TRUE
015-971-R;Holmetjønnan bekkefelt;River;NA;43.8;Phoxinus phoxinus;SE;TRUE
015-973-R;Sevra;River;NA;12.35;Phoxinus phoxinus;SE;TRUE
015-974-R;Sevra bekkefelt;River;NA;60.8;Phoxinus phoxinus;SE;TRUE
015-989-R;Nedre Hein bekkefelt;River;NA;22.11;Phoxinus phoxinus;SE;TRUE
016-1050-R;Bygdaråi;River;NA;8.21;Phoxinus phoxinus;SE;TRUE
016-106-L;Ljosdalsvatnet;Lake;0.922;NA;Phoxinus phoxinus;SE;TRUE
016-106-L;Ljosdalsvatnet;Lake;0.922;NA;Phoxinus phoxinus;SE;TRUE
016-10-L;Songavatnet;Lake;29.858;NA;Phoxinus phoxinus;SE;TRUE
016-11-1-L;Seljordsvatn deltaområde;Lake;2.005;NA;Phoxinus phoxinus;SE;TRUE
016-11-2-L;Seljordsvatn;Lake;14.608;NA;Phoxinus phoxinus;SE;TRUE
016-1140-R;Vikåi;River;NA;7.19;Phoxinus phoxinus;SE;TRUE
016-1146-R;Øyfjellåi bekkefelt;River;NA;17.17;Phoxinus phoxinus;SE;TRUE
016-11869-L;Gjuvsjå;Lake;0.754;NA;Phoxinus phoxinus;SE;TRUE
016-12319-L;Nedre Bjørvatn;Lake;0.557;NA;Phoxinus phoxinus;SE;TRUE
016-12366-L;Djupetjønn;Lake;0.651;NA;Salvelinus namaycush;LO;FALSE
016-12399-L;Skarfoss;Lake;1.058;NA;Phoxinus phoxinus;SE;TRUE
016-1242-R;Rorgevatn bekkefelt;River;NA;12.7;Phoxinus phoxinus;SE;TRUE
016-12486-L;Kulingstjørni;Lake;1.361;NA;Phoxinus phoxinus;SE;TRUE
016-12549-L;Homvatn;Lake;0.57;NA;Phoxinus phoxinus;SE;TRUE
016-12587-L;Holmvatn;Lake;0.85;NA;Phoxinus phoxinus;SE;TRUE
016-12640-L;Eivindbuvatn;Lake;0.569;NA;Phoxinus phoxinus;SE;TRUE
016-12653-L;Venemodammen;Lake;1.418;NA;Phoxinus phoxinus;SE;TRUE
016-12659-L;Vågslivatnet;Lake;0.913;NA;Phoxinus phoxinus;SE;TRUE
016-12666-L;Arbuvatn;Lake;0.629;NA;Phoxinus phoxinus;SE;TRUE
016-12787-L;Hyljelihylen;Lake;0.151;NA;Phoxinus phoxinus;SE;TRUE
016-129019-L;Limitjern;Lake;0.014;NA;Cyprinus carpio;HI;FALSE
016-13062-L;Bårtjønn;Lake;0.62;NA;Phoxinus phoxinus;SE;TRUE
016-13062-L;Bårtjønn;Lake;0.62;NA;Phoxinus phoxinus;SE;TRUE
016-13146-L;Rorgevatn;Lake;0.643;NA;Phoxinus phoxinus;SE;TRUE
016-13223-L;Langesæ;Lake;0.546;NA;Phoxinus phoxinus;SE;TRUE
016-13323-L;Hyllandshylen;Lake;0.259;NA;Phoxinus phoxinus;SE;TRUE
016-13-R;Hoppestadelva;River;NA;NA;Cyprinus carpio;HI;FALSE
016-1426-R;Hondle (Møsvatn - Hortå);River;NA;5.01;Phoxinus phoxinus;SE;TRUE
016-1429-R;Nedre Hondle bekkefelt;River;NA;22.35;Phoxinus phoxinus;SE;TRUE
016-1431-R;Kulingstjønn/ Homvatn bekkefelt;River;NA;13.97;Phoxinus phoxinus;SE;TRUE
016-1435-R;Bikkjeliåi ;River;NA;2.18;Phoxinus phoxinus;SE;TRUE
016-1438-R;Tangeåi;River;NA;4.44;Phoxinus phoxinus;SE;TRUE
016-1440-R;Homvassbekken;River;NA;2.44;Phoxinus phoxinus;SE;TRUE
016-1614-R;Øvre Bjørvatn/ Gåstjønnåe bekkefelt;River;NA;67.53;Phoxinus phoxinus;SE;TRUE
016-163-R;Våmarvatn bekkefelt;River;NA;36.57;Phoxinus phoxinus;SE;TRUE
016-1644-R;Skoeelva;River;NA;5.21;Esox lucius;SE;TRUE
016-1667-R; Bjørvassåe;River;NA;8.5;Phoxinus phoxinus;SE;TRUE
016-1672-R;Sandvatn/ Mogbekken/ Damtjønn bekkefelt;River;NA;16.21;Phoxinus phoxinus;SE;TRUE
016-1678-R;Eidselva-Telemarkskanalen;River;NA;5.48;Esox lucius;SE;TRUE
016-1678-R;Eidselva-Telemarkskanalen;River;NA;5.48;Tinca tinca;HI;FALSE
016-1678-R;Eidselva-Telemarkskanalen;River;NA;5.48;Phoxinus phoxinus;SE;TRUE
016-1760-R;Sauarelva;River;NA;6.85;Esox lucius;SE;TRUE
016-1760-R;Sauarelva;River;NA;6.85;Phoxinus phoxinus;SE;TRUE
016-1775-R;Dyrdalsåi bekkefelt;River;NA;20.85;Salvelinus fontinalis;LO;FALSE
